URL,GPE,LOC,NORP,ORG,PERSON,PRODUCT,WORK_OF_ART,url
3117,42.0,3.0,1.0,133.0,13.0,1.0,5.0,www.mymountpleasanthospital.com
3118,36.0,4.0,1.0,100.0,8.0,2.0,3.0,www.edwardwhitehospital.com
3119,4.0,1.0,2.0,31.0,1.0,,2.0,www.trinitashospital.com
3120,4.0,2.0,1.0,26.0,3.0,,1.0,www.sierra-view.com
3121,4.0,2.0,,83.0,7.0,,2.0,www.atriummedcenter.org
3122,9.0,1.0,,21.0,7.0,,3.0,www.henrycountyhospital.org
3123,2.0,3.0,,26.0,6.0,2.0,3.0,www.trhosp.org
3124,,,,6.0,1.0,,,www.onslow.org
3125,,1.0,1.0,17.0,2.0,1.0,,www.sheridanhospital.com
3126,14.0,,,40.0,9.0,,2.0,www.chop.edu
3127,13.0,2.0,16.0,58.0,9.0,1.0,4.0,www.hfmhealth.org
3128,50.0,4.0,4.0,76.0,26.0,3.0,3.0,www.hrhs.org
3129,21.0,3.0,7.0,57.0,30.0,3.0,2.0,www.bonsecourshamptonroads.com
3130,4.0,,,13.0,1.0,,,www.nmhcare.org
3131,1.0,3.0,,8.0,,,,www.threeriversbehavioral.org
3132,30.0,2.0,4.0,82.0,14.0,3.0,4.0,www.southernhills.com
3133,3.0,,1.0,44.0,2.0,,1.0,www.grmc.us
3134,28.0,1.0,2.0,79.0,14.0,2.0,1.0,tristarashlandcity.com
3135,,,,17.0,3.0,,2.0,www.STRINGFELLOWMEMORIAL.COM
3136,6.0,,,35.0,4.0,1.0,,www.kingsmountainhospital.org
3137,2.0,2.0,,4.0,2.0,,,mountainlakesmedicalcenter.com
3138,,,,2.0,,,,www.atlantamemorialfoundation.org
3139,12.0,1.0,,46.0,12.0,,2.0,www.parrishmed.com
3140,4.0,,1.0,11.0,2.0,,1.0,www.claycountyhospital.com
3141,14.0,1.0,25.0,23.0,33.0,,3.0,www.mercy.net
3142,17.0,4.0,,34.0,9.0,,7.0,www.vhdenver.com
3143,4.0,,,49.0,6.0,8.0,4.0,www.hchconline.org
3144,37.0,1.0,3.0,140.0,19.0,4.0,1.0,www.baptistonline.org
3145,2.0,,4.0,43.0,2.0,,2.0,www.arbourhealth.com
3146,3.0,1.0,,46.0,3.0,,3.0,www.magnoliahospital.org
3147,27.0,2.0,3.0,147.0,15.0,,11.0,www.somc.org
3148,5.0,,1.0,26.0,4.0,,2.0,www.healthsouthmountainview.com
3149,6.0,3.0,3.0,70.0,7.0,,4.0,www.princetonhcs.org
3150,5.0,,,32.0,28.0,1.0,2.0,www.arkansasmethodist.org
3151,32.0,8.0,,94.0,7.0,2.0,,www.intermountain.com
3152,3.0,,,38.0,4.0,3.0,3.0,www.semedicalcenter.org
3153,8.0,,,36.0,5.0,2.0,3.0,www.gprmc-ok.com
3154,23.0,1.0,,101.0,8.0,,3.0,www.midstatemedical.org
3155,16.0,,,74.0,5.0,,2.0,www.mainlinehealth.org
3156,4.0,2.0,,122.0,12.0,2.0,2.0,www.hmh.net
3157,5.0,1.0,,28.0,2.0,1.0,2.0,www.lakecumberlandhospital.com
3158,4.0,1.0,,25.0,1.0,1.0,3.0,www.goodsamhospital.com
3159,6.0,,2.0,17.0,49.0,1.0,2.0,www.carymedicalcenter.org
3160,2.0,1.0,,18.0,,2.0,2.0,www.dameronhospital.org
3161,2.0,5.0,3.0,40.0,3.0,,3.0,cumberlandhospital.com
3162,37.0,3.0,2.0,39.0,7.0,1.0,,www.harmaneye.com
3163,6.0,,,45.0,12.0,,3.0,www.dech.org
3164,38.0,3.0,3.0,274.0,30.0,,2.0,www.centrahealth.com
3165,9.0,1.0,,23.0,7.0,,2.0,www.fortlauderdalehospital.org
3166,42.0,22.0,21.0,298.0,17.0,3.0,4.0,www.grhealth.org
3167,13.0,,,77.0,21.0,1.0,,patients.dartmouth-hitchcock.org
3168,52.0,10.0,7.0,249.0,48.0,5.0,15.0,www.ochsnerstanne.org
3169,31.0,2.0,6.0,139.0,75.0,18.0,28.0,tristarwomensandchildrens.com
3170,3.0,,3.0,30.0,6.0,4.0,3.0,www.gundluth.org
3171,21.0,2.0,,106.0,9.0,,,www.ummc.org
3172,4.0,2.0,,36.0,1.0,,2.0,www.medicalwesthospital.org
3173,24.0,,2.0,99.0,10.0,,3.0,www.capitalhealth.org
3174,19.0,1.0,2.0,140.0,28.0,,5.0,www.tgh.org
3175,6.0,,,28.0,9.0,,,www.danielsmemorialhealthcare.org
3176,18.0,,,45.0,33.0,,,www.northwestmedicalcenter.org
3177,,,,18.0,3.0,,,www.reynoldsmemorial.com
3178,5.0,1.0,,29.0,7.0,,,www.oaklandhospital.org
3179,18.0,4.0,6.0,168.0,17.0,1.0,1.0,www.uhhg.org
3180,15.0,3.0,,54.0,4.0,,1.0,www.regionalhealth.com
3181,31.0,4.0,2.0,74.0,29.0,3.0,6.0,www.acmconline.org
3182,11.0,10.0,1.0,80.0,12.0,1.0,2.0,westhoustonmedical.com
3183,5.0,,,98.0,17.0,2.0,4.0,iuhealth.org
3184,6.0,,,1.0,,1.0,1.0,www.threegablessurgery.com
3185,102.0,6.0,1.0,183.0,33.0,3.0,8.0,www.hoag.org
3186,7.0,,3.0,64.0,7.0,,4.0,www.manateememorial.com
3187,7.0,1.0,,60.0,5.0,1.0,2.0,www.northshore.org
3188,6.0,,,41.0,9.0,,2.0,www.pbhrmc.com
3189,4.0,,,12.0,2.0,,,www.centennialmedcenter.com
3190,9.0,,,57.0,10.0,,6.0,www.khtucson.com
3191,2.0,,,18.0,8.0,3.0,4.0,www.massachealth.org
3192,9.0,,3.0,113.0,15.0,2.0,11.0,www.eastcoopermedctr.com
3193,8.0,2.0,,14.0,2.0,1.0,1.0,www.mills-peninsula.org
3194,,,,1.0,,,,www.emhcare.net
3195,8.0,,,30.0,3.0,,1.0,www.rollinghillshospital.com
3196,8.0,3.0,,68.0,1.0,,4.0,www.clearviewregionalmedicalcenter.com
3197,6.0,,,26.0,3.0,,4.0,www.windomareahospital.com
3198,15.0,,,76.0,16.0,1.0,1.0,www.brookshealth.org
3199,1.0,,,4.0,1.0,,,www.sjlh.com
3200,6.0,,,34.0,9.0,,3.0,www.svmh.com
3201,,,,7.0,,,,chambershealth.org
3202,10.0,,,17.0,,,1.0,www.kingwoodpines.com
3203,2.0,,1.0,12.0,1.0,,,www.noch.org
3204,9.0,,1.0,58.0,20.0,1.0,5.0,www.sckrmc.org
3205,13.0,2.0,,71.0,3.0,1.0,3.0,www.mortonhospital.org
3206,25.0,4.0,3.0,118.0,36.0,,10.0,psych.ucsf.edu
3207,24.0,1.0,2.0,96.0,15.0,5.0,3.0,tristarhorizon.com
3208,14.0,7.0,69.0,233.0,135.0,1.0,33.0,www.clearlakermc.com
3209,4.0,,,35.0,3.0,3.0,1.0,www.northcrest.com
3210,1.0,1.0,,22.0,5.0,,7.0,www.bourbonhospital.com
3211,8.0,1.0,1.0,31.0,3.0,3.0,3.0,www.lakepointemedical.com
3212,,,,,,,,www.uch.org
3213,14.0,1.0,2.0,82.0,9.0,3.0,3.0,www.cchealth.org
3214,,1.0,1.0,11.0,5.0,,1.0,www.nchs.com
3215,14.0,1.0,,195.0,16.0,,1.0,www.mwmc.com
3216,11.0,,3.0,39.0,12.0,,2.0,www.chambershospital.com
3217,3.0,1.0,1.0,40.0,5.0,,1.0,www.washingtonhospital.org
3218,14.0,,,29.0,25.0,,,www.ricecountyhospital.com
3219,5.0,,,42.0,6.0,4.0,3.0,www.ministryhealth.org
3220,24.0,4.0,2.0,33.0,19.0,,2.0,sanjuanhealthservices.org
3221,18.0,2.0,,33.0,5.0,5.0,2.0,www.khelpaso.com
3222,,,,2.0,,,,www.mahoningvalleyhospital.com
3223,,,1.0,24.0,3.0,2.0,3.0,www.landerhospital.com
3224,50.0,3.0,3.0,217.0,81.0,58.0,12.0,baptisthealth.net
3225,,1.0,1.0,20.0,11.0,1.0,1.0,www.stanislaussurgical.com
3226,2.0,3.0,,14.0,1.0,1.0,2.0,www.tvhd.org
3227,11.0,,,26.0,2.0,,1.0,www.milwaukeecounty.org
3228,7.0,,1.0,47.0,11.0,,4.0,taylorregional.org
3229,3.0,,,19.0,,,,sierravistahospital.com
3230,6.0,5.0,,65.0,11.0,2.0,2.0,www.spaldingrehab.com
3231,5.0,,,9.0,,,,www.dhnh.org
3232,24.0,2.0,1.0,62.0,10.0,,3.0,www.lourdesnet.org
3233,1.0,,,9.0,5.0,,,www.cherokeemedicalcenter.com
3234,7.0,,55.0,61.0,13.0,,2.0,www.mountainsidehosp.com
3235,79.0,10.0,2.0,410.0,17.0,7.0,4.0,www.mybaseguide.com
3236,5.0,,,16.0,,,,www.waynehospital.org
3237,4.0,1.0,,17.0,,,,www.edgewoodsurgical.com
3238,4.0,2.0,1.0,54.0,13.0,3.0,1.0,www.providencemedical.com
3239,9.0,,,57.0,10.0,,6.0,www.kindredbns.com
3240,14.0,,55.0,58.0,12.0,,1.0,www.everydaychampions.org
3241,,,,39.0,4.0,,1.0,www.valleypres.org
3242,5.0,,,36.0,9.0,,1.0,www.mc.vanderbilt.edu
3243,4.0,3.0,3.0,48.0,4.0,,3.0,www.carsonvalleymedicalcenter.com
3244,5.0,,1.0,34.0,13.0,1.0,1.0,www.dekalbcommunityhospital.com
3245,15.0,1.0,,75.0,33.0,1.0,3.0,www.pagosaspringsmedicalcenter.org
3246,11.0,1.0,,55.0,9.0,,3.0,www.salinememorial.org
3247,7.0,5.0,2.0,49.0,16.0,4.0,7.0,www.oaklawnhospital.org
3248,7.0,2.0,,64.0,6.0,,7.0,www.ppimhs.org
3249,17.0,4.0,2.0,97.0,9.0,,4.0,www.hudsonhospital.org
3250,2.0,,,22.0,4.0,,4.0,www.lanierhospital.com
3251,3.0,,1.0,37.0,4.0,,4.0,wilkesregional.com
3252,42.0,,,9.0,4.0,,3.0,lifecare-hospitals.com
3253,10.0,,1.0,33.0,5.0,,3.0,www.akrongeneral.org
3254,1.0,2.0,,17.0,1.0,,2.0,www.rphospital.org
3255,3.0,,2.0,21.0,2.0,,,www.ocomhospital.com
3256,2.0,,1.0,60.0,1.0,,4.0,www.urhcs.org
3257,1.0,,,20.0,5.0,,2.0,www.winnerregional.org
3258,5.0,1.0,,12.0,2.0,,,www.baylorscottandwhite.com
3259,8.0,,,64.0,14.0,,2.0,www.fmchosp.com
3260,75.0,4.0,,118.0,23.0,3.0,6.0,www.medicalcenterarlington.com
3261,13.0,2.0,1.0,38.0,10.0,2.0,4.0,www.laurelregionalhospital.org
3262,7.0,,1.0,25.0,4.0,,2.0,www.healthsouthaustin.com
3263,1.0,,,35.0,3.0,1.0,,www.bensonhospital.org
3264,23.0,4.0,,148.0,19.0,4.0,10.0,www.evendalemedical.com
3265,3.0,,1.0,11.0,4.0,5.0,1.0,scvrd.net
3266,,,,1.0,,,,www.jamestownhospital.com
3267,12.0,,1.0,36.0,10.0,1.0,2.0,www.nmrmc.com
3268,20.0,1.0,1.0,42.0,18.0,,,phoenixdowntown.selectspecialtyhospitals.com
3269,27.0,3.0,53.0,153.0,23.0,4.0,4.0,www.lakelandhealth.org
3270,3.0,2.0,1.0,30.0,7.0,2.0,,orthocolorado.org
3271,3.0,1.0,,25.0,2.0,,,www.bridgtonhospital.org
3272,10.0,1.0,,42.0,6.0,,1.0,www.glmc.net
3273,5.0,,1.0,25.0,9.0,1.0,3.0,www.pchaberdeen.com
3274,4.0,1.0,1.0,45.0,7.0,,2.0,www.hsh.org
3275,2.0,,1.0,39.0,3.0,,2.0,www.samaritanhealth.com
3276,7.0,1.0,,35.0,3.0,2.0,,www.mrmcfb.org
3277,13.0,2.0,1.0,41.0,17.0,,,erie.selectspecialtyhospitals.com
3278,1.0,,,51.0,6.0,1.0,2.0,www.bvchd.com
3279,26.0,7.0,10.0,85.0,114.0,12.0,5.0,www.aspiruskeweenaw.org
3280,13.0,3.0,,52.0,8.0,1.0,4.0,www.fairfaxmed.com
3281,3.0,5.0,1.0,32.0,6.0,,7.0,www.skyrehab.com
3282,7.0,3.0,2.0,91.0,10.0,,5.0,www.crmcinc.com
3283,19.0,,3.0,108.0,19.0,3.0,7.0,www.mcleodhealth.org
3284,20.0,2.0,1.0,30.0,32.0,2.0,6.0,www.vhsacramento.com
3285,41.0,,,245.0,29.0,3.0,6.0,www.christianacare.org
3286,5.0,,,24.0,4.0,,1.0,www.khrehabamarillo.com
3287,3.0,,1.0,28.0,4.0,,2.0,www.healthsouthrichmond.com
3288,29.0,,3.0,22.0,2.0,,,www.backsurgeryhouston.com
3289,4.0,2.0,,30.0,2.0,,,www.helenkeller.com
3290,15.0,,,28.0,,1.0,,www.riverpointbehavioral.com
3291,5.0,1.0,,13.0,2.0,2.0,,www.svmcwy.org
3292,6.0,1.0,,29.0,9.0,,,www.jflusvi.org
3293,7.0,,,53.0,6.0,2.0,5.0,www.dchs.org
3294,1.0,2.0,,11.0,2.0,1.0,,www.sechosp.org
3295,6.0,1.0,1.0,4.0,7.0,1.0,,www.lmc-pcac.com
3296,8.0,2.0,,28.0,,,4.0,www.elpasobh.com
3297,4.0,2.0,3.0,73.0,13.0,,2.0,www.oconnorhospital.org
3298,11.0,3.0,2.0,48.0,14.0,,3.0,www.methodisthospital.net
3299,3.0,,,59.0,1.0,1.0,7.0,www.pennstatehershey.org
3300,4.0,,12.0,14.0,10.0,,3.0,www.harshacenter.com
3301,13.0,,3.0,36.0,12.0,1.0,,www.forrestgeneral.com
3302,1.0,,,20.0,5.0,2.0,1.0,www.carolinashealthcare.org
3303,16.0,,4.0,126.0,15.0,1.0,8.0,oregon.providence.org
3304,4.0,,,34.0,7.0,,1.0,www.yumahospital.org
3305,1.0,,,27.0,2.0,,,www.palacioshospital.net
3306,11.0,2.0,3.0,59.0,16.0,1.0,3.0,phoebeputney.com
3307,2.0,1.0,,13.0,4.0,,2.0,www.stilwellmemorialhospital.com
3308,11.0,,,113.0,12.0,,6.0,www.crawfordmh.org
3309,20.0,2.0,,12.0,6.0,,,www.obhgno.info
3310,10.0,1.0,1.0,54.0,19.0,,1.0,www.twinriversregional.com
3311,2.0,,1.0,15.0,2.0,4.0,,www.carepartners.org
3312,8.0,,,31.0,4.0,1.0,,www.stanly.org
3313,7.0,2.0,,59.0,12.0,,4.0,www.martingeneral.com
3314,26.0,1.0,,52.0,3.0,2.0,,www.uvmhealth.org
3315,10.0,,,101.0,7.0,,1.0,www.provena.org
3316,4.0,1.0,,21.0,,1.0,3.0,www.eurekaspringshospital.com
3317,12.0,2.0,,91.0,13.0,2.0,4.0,www.brrh.com
3318,10.0,,2.0,40.0,9.0,1.0,4.0,www.tamc.org
3319,6.0,3.0,1.0,64.0,11.0,3.0,4.0,www.chathamhospital.org
3320,4.0,,,34.0,6.0,1.0,3.0,www.aghosp.org
3321,37.0,2.0,,164.0,83.0,1.0,7.0,www.fawcetthospital.com
3322,2.0,1.0,,40.0,7.0,4.0,3.0,www.mces.org
3323,89.0,3.0,2.0,319.0,120.0,,2.0,www.columbusch.com
3324,3.0,3.0,1.0,14.0,1.0,,,burkemedical.net
3325,12.0,1.0,,40.0,12.0,1.0,1.0,www.northmetromed.com
3326,5.0,2.0,1.0,24.0,,,3.0,www.swhealth.org
3327,2.0,,1.0,80.0,27.0,11.0,4.0,www.pvmc.org
3328,8.0,2.0,1.0,92.0,,1.0,1.0,www.dh.org
3329,3.0,,,53.0,1.0,2.0,1.0,www.calaishospital.com
3330,3.0,1.0,,40.0,7.0,,,www.mhtlc.org
3331,2.0,,5.0,9.0,2.0,,,www.mmh.org
3332,11.0,3.0,1.0,34.0,6.0,1.0,,www.swgeneralhospital.com
3333,7.0,2.0,,37.0,8.0,1.0,2.0,www.bestcare.org
3334,8.0,,3.0,62.0,4.0,2.0,4.0,www.palisadesmedical.org
3335,18.0,,2.0,63.0,10.0,,5.0,www.neheart.com
3336,35.0,3.0,4.0,114.0,46.0,1.0,8.0,www.sjo.org
3337,4.0,3.0,2.0,27.0,10.0,,1.0,www.marianjoy.org
3338,27.0,2.0,62.0,50.0,25.0,2.0,1.0,www.kvmh.hhsc.org
3339,5.0,,,98.0,17.0,2.0,4.0,www.iuhealth.com
3340,4.0,5.0,2.0,62.0,6.0,2.0,2.0,www.kvhd.org
3341,1.0,,3.0,38.0,4.0,,3.0,www.bcmhospital.com
3342,23.0,5.0,,36.0,6.0,4.0,2.0,www.khsfhollywood.com
3343,5.0,,1.0,50.0,9.0,,5.0,www.umassmemorialhealthcare.org
3344,91.0,2.0,,208.0,64.0,1.0,9.0,www.iredellmemorial.org
3345,7.0,,1.0,41.0,4.0,5.0,,www.evergreenhealthmonroe.com
3346,3.0,,,44.0,14.0,1.0,7.0,www.mckenzieregionalhospital.com
3347,2.0,,1.0,26.0,5.0,,2.0,www.healthsouthlakeshorerehab.com
3348,10.0,4.0,1.0,131.0,18.0,,5.0,www.griffinhealth.org
3349,1.0,,,42.0,8.0,,,www.hardinmedicalcenter.org
3350,100.0,1.0,3.0,86.0,71.0,1.0,8.0,www.selectmedical.com
3351,5.0,,,30.0,12.0,,4.0,www.kentuckyrivermc.com
3352,1.0,,,3.0,2.0,,1.0,www.mangoldmemorial.org
3353,10.0,2.0,,31.0,4.0,,1.0,www.meritushealth.com
3354,9.0,3.0,1.0,70.0,5.0,8.0,,www.citizensmedicalcenter.org
3355,2.0,,,40.0,7.0,2.0,2.0,wcch.com
3356,7.0,1.0,3.0,45.0,10.0,1.0,3.0,www.memorial.org
3357,1.0,2.0,,12.0,3.0,,,www.jaycountyhospital.com
3358,1.0,,,8.0,2.0,,1.0,www.kirkbridecenter.com
3359,14.0,4.0,,100.0,7.0,1.0,4.0,mainlandmedical.com
3360,19.0,6.0,1.0,65.0,20.0,2.0,8.0,www.spokanevalleyhospital.com
3361,6.0,1.0,2.0,64.0,10.0,,1.0,www.lrhc.org
3362,23.0,2.0,1.0,70.0,15.0,,15.0,www.baylorhearthospital.com
3363,50.0,12.0,,64.0,11.0,,3.0,summitbhc.com
3364,25.0,2.0,1.0,94.0,14.0,,,www.e-baptisthealth.com
3365,2.0,,1.0,8.0,,,2.0,www.storymedical.org
3366,18.0,3.0,,36.0,5.0,3.0,2.0,www.kindredstpete.com
3367,6.0,,,22.0,3.0,1.0,,www.TheEllwoodCityHospital.org
3368,12.0,2.0,,42.0,5.0,1.0,2.0,www.daviehospital.org
3369,7.0,,,32.0,7.0,,,www.clintoncountyhospital.com
3370,7.0,3.0,,90.0,6.0,,4.0,www.khovnanianchildrenshospital.com
3371,3.0,2.0,1.0,35.0,4.0,,3.0,www.readinghospital.org
3372,14.0,2.0,,54.0,5.0,2.0,2.0,www.jordanvalleymc.com
3373,3.0,3.0,2.0,53.0,9.0,1.0,2.0,www.shannonhealth.com
3374,8.0,,,57.0,3.0,,2.0,steward.org
3375,2.0,,1.0,12.0,2.0,,1.0,www.pellahealth.org
3376,24.0,,1.0,36.0,9.0,2.0,3.0,www.cancercenter.com
3377,20.0,1.0,1.0,38.0,16.0,,,nashville.selectspecialtyhospitals.com
3378,5.0,1.0,2.0,36.0,11.0,,4.0,www.mccg.org
3379,14.0,1.0,26.0,26.0,36.0,,3.0,www.stjohns.com
3380,5.0,,1.0,28.0,30.0,,2.0,www.eaglevillehospital.org
3381,18.0,1.0,1.0,93.0,48.0,4.0,5.0,uamshealth.com
3382,7.0,,,55.0,7.0,,4.0,www.brighamandwomensfaulkner.org
3383,32.0,8.0,,94.0,7.0,2.0,,www.ihc.com
3384,3.0,,1.0,22.0,7.0,,1.0,www.downtownhospital.org
3385,9.0,2.0,,40.0,3.0,,4.0,www.warrenhospital.org
3386,31.0,,,37.0,1.0,,,www.strategicbh.com
3387,1.0,3.0,,10.0,1.0,,1.0,www.hamiltoncountyhospital.net
3388,11.0,1.0,2.0,37.0,5.0,1.0,1.0,www.clevelandcountyhealthcaresystem.com
3389,6.0,3.0,,58.0,7.0,,,www.nschd.org
3390,7.0,2.0,3.0,105.0,23.0,1.0,2.0,www.lakehealth.org
3391,2.0,2.0,1.0,52.0,6.0,,2.0,universityhospital.uchealth.com
3392,,1.0,,20.0,1.0,,1.0,www.wchs-wy.org
3393,11.0,,2.0,108.0,14.0,1.0,1.0,www.stegenevievehospital.org
3394,5.0,2.0,,35.0,11.0,,3.0,www.midwayclinic.com
3395,11.0,2.0,3.0,73.0,12.0,,6.0,www.confluencehealth.org
3396,3.0,,,47.0,5.0,,2.0,umshoreregional.org
3397,35.0,16.0,7.0,210.0,12.0,,4.0,www.pph.org
3398,26.0,3.0,2.0,269.0,41.0,2.0,11.0,www.adena.org
3399,,,,,,,,www.wilkesregional.org
3400,6.0,6.0,3.0,30.0,7.0,3.0,5.0,www.jeffersoncountyhealthcenter.org
3401,5.0,,,21.0,4.0,,6.0,www.fmc-cares.com
3402,16.0,6.0,9.0,89.0,28.0,1.0,9.0,www.ric.org
3403,5.0,,,27.0,5.0,1.0,6.0,www.concordhospital.org
3404,7.0,,,24.0,23.0,,,www.ferrellhosp.org
3405,8.0,2.0,,22.0,1.0,,,www.coalingamedicalcenter.com
3406,30.0,2.0,,51.0,8.0,,3.0,www.trmc.org
3407,24.0,4.0,1.0,53.0,4.0,1.0,2.0,www.sinai.org
3408,36.0,,2.0,98.0,25.0,1.0,2.0,www.carle.org
3409,17.0,1.0,1.0,41.0,3.0,,,www.bartowregional.com
3410,4.0,,,36.0,,,1.0,www.syracusecmh.org
3411,7.0,1.0,3.0,16.0,6.0,1.0,3.0,www.providence.net
3412,22.0,10.0,,107.0,10.0,,5.0,www.stjohnshospital-mn.org
3413,1.0,,,3.0,,,,www.christusschumpert.org
3414,,,,,,,,www.pinnaclespecialtyhospital.com
3415,6.0,,,25.0,4.0,,,www.uhsi.org
3416,8.0,4.0,,35.0,5.0,,2.0,www.khsouthbay.com
3417,18.0,,,46.0,9.0,1.0,3.0,www.hardinmemorial.org
3418,34.0,4.0,,180.0,72.0,3.0,22.0,www.opmedical.com
3419,,,,,,,,www.crestwoodmedcenter.com
3420,10.0,,1.0,42.0,5.0,,2.0,www.acadiahealthcare.com
3421,26.0,,,46.0,6.0,3.0,,www.trumed.org
3422,2.0,,,17.0,2.0,,,www.mayhillhospital.com
3423,1.0,1.0,2.0,45.0,5.0,2.0,1.0,www.bamc.org
3424,93.0,19.0,7.0,129.0,38.0,7.0,19.0,www.texaschildrens.org
3425,7.0,1.0,,73.0,11.0,1.0,9.0,www.khnetwork.org
3426,20.0,3.0,3.0,89.0,16.0,6.0,6.0,www.greenviewhospital.com
3427,23.0,2.0,4.0,159.0,71.0,,4.0,www.rwjuhr.com
3428,39.0,,3.0,97.0,43.0,3.0,3.0,www.myrgh.org
3429,2.0,2.0,,10.0,3.0,,,myrtuemedical.org
3430,206.0,16.0,1.0,200.0,63.0,2.0,8.0,www.northmemorial.com
3431,10.0,2.0,,57.0,19.0,1.0,2.0,www.moundview.org
3432,22.0,3.0,3.0,71.0,75.0,1.0,14.0,www.theneuromedicalcenter.com
3433,4.0,7.0,1.0,71.0,5.0,,4.0,www.wisehealthsystem.com
3434,14.0,6.0,3.0,233.0,24.0,35.0,13.0,westfloridahospital.com
3435,41.0,,1.0,76.0,44.0,,2.0,www.bayfront.org
3436,10.0,1.0,,41.0,2.0,,2.0,www.scripps.org
3437,5.0,1.0,,48.0,6.0,,1.0,www.ramchealth.com
3438,,,,23.0,3.0,,1.0,www.georgetownhospitalsystem.org
3439,15.0,2.0,1.0,61.0,25.0,,2.0,www.warmc.com
3440,15.0,5.0,,56.0,4.0,2.0,2.0,www.HealthBridgeOrange.com
3441,5.0,,,31.0,4.0,1.0,1.0,hospitals.unm.edu
3442,1.0,,,3.0,1.0,,,www.hvhc.org
3443,4.0,,,57.0,8.0,,1.0,www.memorialmedical.com
3444,8.0,3.0,,66.0,5.0,1.0,9.0,www.gchosp.org
3445,74.0,2.0,,6.0,,,,www.ohwy.com
3446,3.0,,,9.0,4.0,,,www.rehabnj.com
3447,11.0,,,69.0,5.0,3.0,3.0,www.jchc.us
3448,5.0,4.0,,63.0,10.0,1.0,8.0,www.wrhs.com
3449,9.0,,2.0,71.0,26.0,1.0,2.0,www.lakegranburymedicalcenter.com
3450,12.0,5.0,3.0,99.0,13.0,2.0,1.0,www.bvhealthsystem.org
3451,11.0,,,84.0,11.0,,,www.cookcountyhhs.org
3452,6.0,,,16.0,3.0,,3.0,www.monroehospital.org
3453,15.0,,2.0,161.0,41.0,1.0,15.0,www.fountainvalleyhospital.com
3454,8.0,,1.0,47.0,27.0,,1.0,www.williamsonmemorial.net
3455,4.0,2.0,13.0,105.0,19.0,2.0,10.0,www.bellin.org
3456,1.0,,,1.0,1.0,,,www.mercybakersfield.org
3457,3.0,1.0,,7.0,4.0,,2.0,www.brookshospital.org
3458,8.0,,,66.0,6.0,1.0,2.0,www.wwrc.net
3459,17.0,,1.0,39.0,22.0,,1.0,www.cmhcare.org
3460,16.0,7.0,3.0,69.0,18.0,1.0,12.0,www.thequeen.org
3461,6.0,2.0,3.0,43.0,6.0,1.0,1.0,www.reginamedical.org
3462,34.0,2.0,4.0,187.0,14.0,,6.0,ufhealthjax.org
3463,18.0,1.0,2.0,61.0,10.0,3.0,3.0,www.armc.com
3464,15.0,1.0,1.0,96.0,26.0,,13.0,www.adventisthealth.org
3465,19.0,5.0,1.0,125.0,14.0,,7.0,www.riohealth.com
3466,9.0,7.0,,45.0,13.0,1.0,3.0,www.helenhayeshospital.org
3467,15.0,6.0,11.0,90.0,3.0,1.0,6.0,www.wphospital.org
3468,16.0,1.0,,128.0,12.0,3.0,4.0,www.harthosp.org
3469,9.0,,1.0,69.0,19.0,,4.0,www.choa.org
3470,17.0,3.0,,34.0,5.0,4.0,2.0,www.khmelbourne.com
3471,2.0,,,17.0,1.0,,,noconageneral.com
3472,24.0,8.0,1.0,100.0,24.0,1.0,6.0,www.threerivershealth.org
3473,3.0,3.0,,66.0,7.0,1.0,3.0,www.tiogahealth.org
3474,15.0,4.0,4.0,64.0,12.0,,10.0,www.alegentcreighton.com
3475,,,,16.0,4.0,,2.0,www.khcharleston.com
3476,26.0,2.0,1.0,115.0,22.0,4.0,4.0,www.mchswecare.com
3477,19.0,3.0,9.0,81.0,8.0,2.0,4.0,www.fhheartland.org
3478,9.0,,,57.0,10.0,,6.0,www.kindredoklahoma.com
3479,5.0,,1.0,39.0,7.0,2.0,1.0,www.gracecottage.org
3480,6.0,1.0,,31.0,8.0,,2.0,www.trigghospital.org
3481,2.0,1.0,,43.0,19.0,,2.0,www.the-med.org
3482,7.0,,,50.0,9.0,1.0,2.0,www.floridahospital.com
3483,1.0,,,15.0,1.0,,,www.irwincntyhospital.com
3484,10.0,,,32.0,11.0,,2.0,mesquiterehab.ernesthealth.com
3485,9.0,,,27.0,8.0,,3.0,www.cfvh.org
3486,3.0,,,34.0,5.0,,2.0,www.newtonmedicalcenter.com
3487,4.0,1.0,1.0,28.0,4.0,1.0,2.0,www.wilsonmedical.com
3488,11.0,8.0,1.0,55.0,6.0,1.0,8.0,www.houstonmethodist.org
3489,7.0,2.0,1.0,26.0,7.0,3.0,5.0,www.crozerkeystone.org
3490,101.0,6.0,2.0,130.0,22.0,1.0,6.0,www.mauryregional.com
3491,5.0,,,21.0,2.0,,1.0,www.stauntonhospital.org
3492,14.0,,,30.0,2.0,,1.0,www.nfmmc.org
3493,2.0,2.0,1.0,15.0,,1.0,,www.mcmh.org
3494,9.0,,1.0,78.0,11.0,2.0,4.0,www.osfsaintjames.org
3495,19.0,3.0,1.0,80.0,31.0,,3.0,www.bhswv.org
3496,5.0,2.0,1.0,35.0,7.0,,2.0,www.stjosephscanhelp.org
3497,2.0,,,24.0,1.0,,,www.hickorytrail.com
3498,7.0,2.0,,69.0,13.0,3.0,3.0,www.crmchealth.org
