URL,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PART,PRON,PUNCT,SYM,VERB,url
3354,33.0,42.0,6.0,34.0,35.0,100.0,30.0,7.0,3.0,73,8.0,54.0,www.citizensmedicalcenter.org
3355,20.0,35.0,5.0,22.0,18.0,58.0,28.0,4.0,1.0,37,2.0,26.0,wcch.com
3356,68.0,75.0,8.0,30.0,50.0,141.0,7.0,14.0,18.0,72,12.0,89.0,www.memorial.org
3357,61.0,72.0,13.0,34.0,46.0,183.0,4.0,10.0,34.0,70,2.0,115.0,www.jaycountyhospital.com
3358,21.0,8.0,2.0,5.0,10.0,28.0,5.0,2.0,3.0,18,,21.0,www.kirkbridecenter.com
3359,114.0,113.0,25.0,66.0,54.0,260.0,89.0,13.0,24.0,179,12.0,133.0,mainlandmedical.com
3360,57.0,62.0,34.0,43.0,42.0,177.0,74.0,21.0,24.0,141,25.0,98.0,www.spokanevalleyhospital.com
3361,29.0,21.0,8.0,24.0,10.0,150.0,6.0,5.0,10.0,30,5.0,31.0,www.lrhc.org
3362,72.0,91.0,22.0,75.0,45.0,195.0,8.0,13.0,12.0,71,2.0,80.0,www.baylorhearthospital.com
3363,213.0,171.0,31.0,71.0,116.0,492.0,45.0,22.0,34.0,276,8.0,191.0,summitbhc.com
3364,52.0,66.0,8.0,28.0,33.0,139.0,16.0,10.0,18.0,84,5.0,72.0,www.e-baptisthealth.com
3365,4.0,8.0,3.0,2.0,3.0,9.0,9.0,4.0,10.0,14,1.0,21.0,www.storymedical.org
3366,79.0,77.0,29.0,21.0,35.0,156.0,37.0,18.0,21.0,81,9.0,94.0,www.kindredstpete.com
3367,30.0,43.0,13.0,13.0,28.0,59.0,18.0,10.0,2.0,29,5.0,43.0,www.TheEllwoodCityHospital.org
3368,52.0,56.0,10.0,28.0,24.0,105.0,13.0,9.0,7.0,70,5.0,45.0,www.daviehospital.org
3369,9.0,28.0,1.0,12.0,11.0,27.0,8.0,1.0,2.0,24,1.0,15.0,www.clintoncountyhospital.com
3370,47.0,51.0,9.0,34.0,39.0,115.0,18.0,17.0,7.0,59,6.0,53.0,www.khovnanianchildrenshospital.com
3371,32.0,25.0,10.0,14.0,17.0,75.0,58.0,6.0,2.0,49,11.0,41.0,www.readinghospital.org
3372,113.0,102.0,31.0,43.0,65.0,264.0,58.0,14.0,14.0,129,12.0,134.0,www.jordanvalleymc.com
3373,72.0,51.0,32.0,30.0,26.0,202.0,16.0,15.0,9.0,74,6.0,72.0,www.shannonhealth.com
3374,82.0,76.0,12.0,31.0,48.0,172.0,58.0,8.0,21.0,90,19.0,102.0,steward.org
3375,5.0,4.0,1.0,4.0,4.0,17.0,12.0,,2.0,15,6.0,6.0,www.pellahealth.org
3376,55.0,78.0,39.0,15.0,54.0,223.0,15.0,13.0,32.0,104,12.0,126.0,www.cancercenter.com
3377,141.0,80.0,24.0,32.0,39.0,227.0,21.0,12.0,18.0,105,10.0,135.0,nashville.selectspecialtyhospitals.com
3378,56.0,46.0,31.0,27.0,26.0,87.0,17.0,20.0,27.0,70,,79.0,www.mccg.org
3379,32.0,19.0,8.0,4.0,9.0,112.0,61.0,1.0,2.0,161,19.0,23.0,www.stjohns.com
3380,69.0,67.0,32.0,27.0,46.0,257.0,30.0,12.0,36.0,153,5.0,144.0,www.eaglevillehospital.org
3381,95.0,142.0,36.0,56.0,85.0,288.0,71.0,21.0,26.0,125,12.0,164.0,uamshealth.com
3382,35.0,42.0,19.0,40.0,23.0,92.0,13.0,15.0,6.0,48,5.0,58.0,www.brighamandwomensfaulkner.org
3383,65.0,69.0,14.0,35.0,39.0,192.0,260.0,5.0,15.0,96,28.0,110.0,www.ihc.com
3384,205.0,250.0,97.0,85.0,174.0,566.0,27.0,48.0,70.0,225,,370.0,www.downtownhospital.org
3385,32.0,20.0,4.0,21.0,11.0,52.0,19.0,6.0,4.0,44,9.0,35.0,www.warrenhospital.org
3386,33.0,38.0,12.0,17.0,24.0,79.0,102.0,13.0,12.0,85,37.0,49.0,www.strategicbh.com
3387,21.0,18.0,2.0,4.0,15.0,44.0,,6.0,1.0,20,2.0,23.0,www.hamiltoncountyhospital.net
3388,59.0,73.0,17.0,28.0,43.0,158.0,43.0,14.0,21.0,95,11.0,93.0,www.clevelandcountyhealthcaresystem.com
3389,24.0,22.0,2.0,12.0,9.0,36.0,9.0,2.0,2.0,18,6.0,22.0,www.nschd.org
3390,23.0,18.0,3.0,21.0,15.0,69.0,8.0,8.0,3.0,50,16.0,18.0,www.lakehealth.org
3391,22.0,29.0,9.0,22.0,11.0,51.0,23.0,7.0,2.0,75,10.0,33.0,universityhospital.uchealth.com
3392,16.0,25.0,3.0,12.0,16.0,58.0,12.0,5.0,4.0,28,3.0,25.0,www.wchs-wy.org
3393,31.0,23.0,3.0,29.0,10.0,74.0,20.0,9.0,3.0,31,22.0,29.0,www.stegenevievehospital.org
3394,28.0,33.0,4.0,15.0,22.0,59.0,10.0,8.0,2.0,48,4.0,40.0,www.midwayclinic.com
3395,49.0,54.0,11.0,40.0,23.0,117.0,20.0,15.0,12.0,70,7.0,66.0,www.confluencehealth.org
3396,10.0,29.0,5.0,13.0,16.0,39.0,4.0,7.0,5.0,22,2.0,33.0,umshoreregional.org
3397,51.0,45.0,11.0,71.0,36.0,165.0,62.0,19.0,9.0,102,14.0,75.0,www.pph.org
3398,61.0,105.0,101.0,136.0,27.0,107.0,254.0,30.0,15.0,192,11.0,207.0,www.adena.org
3399,,,,,,,1.0,,,2,,1.0,www.wilkesregional.org
3400,17.0,27.0,7.0,9.0,12.0,44.0,18.0,3.0,1.0,31,6.0,23.0,www.jeffersoncountyhealthcenter.org
3401,25.0,18.0,14.0,6.0,17.0,66.0,11.0,7.0,8.0,33,2.0,44.0,www.fmc-cares.com
3402,120.0,116.0,46.0,48.0,77.0,222.0,51.0,9.0,13.0,116,34.0,125.0,www.ric.org
3403,54.0,44.0,5.0,25.0,27.0,129.0,39.0,8.0,14.0,79,8.0,62.0,www.concordhospital.org
3404,3.0,12.0,1.0,1.0,4.0,39.0,49.0,,2.0,60,9.0,5.0,www.ferrellhosp.org
3405,21.0,26.0,4.0,9.0,11.0,43.0,10.0,3.0,2.0,31,1.0,19.0,www.coalingamedicalcenter.com
3406,26.0,32.0,26.0,35.0,24.0,115.0,41.0,5.0,17.0,138,18.0,76.0,www.trmc.org
3407,18.0,26.0,4.0,17.0,7.0,47.0,37.0,3.0,4.0,46,5.0,24.0,www.sinai.org
3408,52.0,93.0,24.0,36.0,34.0,172.0,54.0,16.0,7.0,84,10.0,83.0,www.carle.org
3409,11.0,16.0,1.0,9.0,10.0,68.0,21.0,10.0,1.0,41,6.0,19.0,www.bartowregional.com
3410,21.0,22.0,5.0,8.0,11.0,51.0,9.0,4.0,7.0,25,2.0,33.0,www.syracusecmh.org
3411,36.0,42.0,14.0,9.0,31.0,99.0,5.0,11.0,14.0,60,19.0,54.0,www.providence.net
3412,143.0,131.0,58.0,82.0,86.0,365.0,14.0,45.0,47.0,212,7.0,210.0,www.stjohnshospital-mn.org
3413,9.0,6.0,,,8.0,23.0,,3.0,3.0,10,,17.0,www.christusschumpert.org
3414,2.0,1.0,,,1.0,4.0,,,,5,,4.0,www.pinnaclespecialtyhospital.com
3415,46.0,28.0,13.0,12.0,26.0,75.0,4.0,13.0,19.0,35,,60.0,www.uhsi.org
3416,64.0,67.0,29.0,20.0,32.0,145.0,35.0,18.0,20.0,75,7.0,89.0,www.khsouthbay.com
3417,31.0,43.0,11.0,33.0,23.0,109.0,31.0,8.0,8.0,92,11.0,44.0,www.hardinmemorial.org
3418,439.0,584.0,137.0,188.0,292.0,1085.0,637.0,92.0,108.0,771,153.0,815.0,www.opmedical.com
3419,2.0,2.0,2.0,,2.0,3.0,,,,5,,4.0,www.crestwoodmedcenter.com
3420,65.0,53.0,13.0,37.0,22.0,140.0,8.0,3.0,9.0,72,1.0,58.0,www.acadiahealthcare.com
3421,85.0,58.0,22.0,29.0,59.0,144.0,55.0,12.0,22.0,93,9.0,102.0,www.trumed.org
3422,38.0,38.0,13.0,14.0,27.0,78.0,23.0,15.0,10.0,39,5.0,58.0,www.mayhillhospital.com
3423,25.0,15.0,5.0,22.0,10.0,129.0,15.0,11.0,10.0,23,3.0,26.0,www.bamc.org
3424,54.0,143.0,11.0,37.0,71.0,128.0,100.0,72.0,7.0,131,13.0,109.0,www.texaschildrens.org
3425,22.0,18.0,10.0,10.0,28.0,62.0,28.0,9.0,6.0,60,1.0,36.0,www.khnetwork.org
3426,90.0,109.0,32.0,38.0,67.0,218.0,101.0,16.0,19.0,178,22.0,138.0,www.greenviewhospital.com
3427,269.0,242.0,117.0,109.0,138.0,464.0,67.0,55.0,100.0,310,23.0,377.0,www.rwjuhr.com
3428,75.0,125.0,18.0,52.0,37.0,196.0,36.0,18.0,17.0,211,19.0,86.0,www.myrgh.org
3429,9.0,9.0,,3.0,2.0,31.0,34.0,1.0,8.0,26,4.0,10.0,myrtuemedical.org
3430,169.0,162.0,25.0,54.0,51.0,388.0,548.0,27.0,23.0,473,66.0,209.0,www.northmemorial.com
3431,94.0,127.0,48.0,51.0,79.0,270.0,28.0,25.0,36.0,143,5.0,209.0,www.moundview.org
3432,116.0,114.0,64.0,52.0,82.0,202.0,52.0,18.0,47.0,333,15.0,165.0,www.theneuromedicalcenter.com
3433,56.0,45.0,13.0,35.0,24.0,116.0,12.0,13.0,16.0,46,3.0,64.0,www.wisehealthsystem.com
3434,284.0,208.0,139.0,111.0,172.0,996.0,317.0,89.0,52.0,758,90.0,505.0,westfloridahospital.com
3435,65.0,58.0,23.0,34.0,29.0,176.0,83.0,19.0,14.0,217,15.0,88.0,www.bayfront.org
3436,8.0,21.0,4.0,17.0,16.0,54.0,16.0,4.0,,44,8.0,28.0,www.scripps.org
3437,8.0,10.0,3.0,8.0,5.0,20.0,22.0,5.0,1.0,21,1.0,16.0,www.ramchealth.com
3438,33.0,30.0,6.0,10.0,10.0,74.0,26.0,1.0,5.0,41,4.0,29.0,www.georgetownhospitalsystem.org
3439,84.0,49.0,33.0,46.0,34.0,201.0,51.0,12.0,21.0,186,11.0,91.0,www.warmc.com
3440,142.0,113.0,20.0,64.0,71.0,338.0,31.0,39.0,26.0,174,9.0,170.0,www.HealthBridgeOrange.com
3441,8.0,16.0,1.0,2.0,6.0,18.0,8.0,4.0,3.0,27,6.0,7.0,hospitals.unm.edu
3442,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,19.0,www.hvhc.org
3443,32.0,38.0,4.0,17.0,13.0,61.0,14.0,4.0,,48,5.0,31.0,www.memorialmedical.com
3444,69.0,76.0,21.0,31.0,51.0,145.0,52.0,15.0,20.0,92,6.0,109.0,www.gchosp.org
3445,,1.0,,1.0,1.0,9.0,3.0,,,10,8.0,1.0,www.ohwy.com
3446,33.0,25.0,7.0,9.0,19.0,62.0,3.0,7.0,3.0,28,,35.0,www.rehabnj.com
3447,71.0,82.0,14.0,41.0,40.0,169.0,108.0,22.0,8.0,87,12.0,99.0,www.jchc.us
3448,32.0,40.0,6.0,25.0,20.0,100.0,47.0,10.0,6.0,56,3.0,36.0,www.wrhs.com
3449,92.0,68.0,28.0,59.0,38.0,224.0,48.0,22.0,31.0,186,11.0,117.0,www.lakegranburymedicalcenter.com
3450,13.0,15.0,,31.0,20.0,65.0,13.0,5.0,1.0,15,6.0,24.0,www.bvhealthsystem.org
3451,59.0,95.0,13.0,51.0,36.0,111.0,24.0,7.0,11.0,67,4.0,91.0,www.cookcountyhhs.org
3452,11.0,9.0,,5.0,2.0,20.0,12.0,,2.0,20,2.0,12.0,www.monroehospital.org
3453,153.0,167.0,68.0,172.0,92.0,411.0,32.0,43.0,59.0,179,6.0,193.0,www.fountainvalleyhospital.com
3454,55.0,31.0,21.0,30.0,16.0,122.0,47.0,12.0,16.0,128,16.0,58.0,www.williamsonmemorial.net
3455,18.0,40.0,3.0,54.0,17.0,67.0,19.0,8.0,4.0,62,4.0,29.0,www.bellin.org
3456,10.0,5.0,2.0,,6.0,22.0,,3.0,2.0,10,,16.0,www.mercybakersfield.org
3457,30.0,44.0,13.0,14.0,21.0,85.0,28.0,5.0,14.0,60,13.0,47.0,www.brookshospital.org
3458,62.0,79.0,14.0,49.0,40.0,155.0,30.0,9.0,12.0,119,2.0,72.0,www.wwrc.net
3459,26.0,36.0,5.0,9.0,17.0,87.0,24.0,7.0,3.0,72,3.0,54.0,www.cmhcare.org
3460,104.0,158.0,23.0,55.0,87.0,216.0,61.0,17.0,19.0,132,14.0,137.0,www.thequeen.org
3461,41.0,46.0,12.0,23.0,25.0,140.0,12.0,10.0,13.0,51,12.0,70.0,www.reginamedical.org
3462,65.0,122.0,27.0,66.0,67.0,268.0,43.0,4.0,10.0,126,13.0,101.0,ufhealthjax.org
3463,68.0,116.0,12.0,43.0,81.0,238.0,73.0,18.0,11.0,139,13.0,115.0,www.armc.com
3464,177.0,79.0,105.0,74.0,22.0,542.0,37.0,41.0,4.0,607,85.0,305.0,www.adventisthealth.org
3465,154.0,182.0,37.0,71.0,95.0,387.0,99.0,12.0,31.0,240,18.0,179.0,www.riohealth.com
3466,31.0,57.0,9.0,47.0,29.0,92.0,38.0,10.0,10.0,78,15.0,53.0,www.helenhayeshospital.org
3467,56.0,51.0,5.0,37.0,43.0,120.0,26.0,7.0,10.0,77,13.0,60.0,www.wphospital.org
3468,61.0,97.0,26.0,74.0,53.0,175.0,24.0,17.0,17.0,119,3.0,112.0,www.harthosp.org
3469,150.0,168.0,37.0,99.0,140.0,310.0,11.0,37.0,44.0,188,6.0,218.0,www.choa.org
3470,66.0,77.0,26.0,21.0,36.0,151.0,31.0,18.0,20.0,68,6.0,90.0,www.khmelbourne.com
3471,14.0,21.0,9.0,6.0,10.0,44.0,6.0,3.0,3.0,36,1.0,21.0,noconageneral.com
3472,67.0,111.0,19.0,46.0,42.0,138.0,47.0,10.0,15.0,107,14.0,107.0,www.threerivershealth.org
3473,17.0,23.0,9.0,4.0,27.0,73.0,38.0,3.0,3.0,32,,48.0,www.tiogahealth.org
3474,68.0,72.0,19.0,45.0,36.0,251.0,19.0,27.0,18.0,93,29.0,99.0,www.alegentcreighton.com
3475,34.0,25.0,16.0,8.0,25.0,90.0,34.0,6.0,6.0,67,15.0,54.0,www.khcharleston.com
3476,214.0,193.0,56.0,88.0,108.0,444.0,49.0,45.0,62.0,311,14.0,274.0,www.mchswecare.com
3477,75.0,70.0,12.0,40.0,54.0,159.0,33.0,11.0,14.0,75,1.0,111.0,www.fhheartland.org
3478,133.0,174.0,71.0,35.0,92.0,289.0,31.0,33.0,99.0,157,6.0,259.0,www.kindredoklahoma.com
3479,47.0,44.0,10.0,24.0,21.0,99.0,51.0,14.0,9.0,105,13.0,64.0,www.gracecottage.org
3480,33.0,32.0,7.0,13.0,22.0,72.0,15.0,7.0,2.0,40,4.0,32.0,www.trigghospital.org
3481,28.0,29.0,4.0,22.0,17.0,60.0,25.0,2.0,4.0,44,16.0,31.0,www.the-med.org
3482,44.0,44.0,10.0,23.0,39.0,101.0,18.0,14.0,4.0,46,2.0,79.0,www.floridahospital.com
3483,2.0,6.0,,11.0,1.0,11.0,3.0,2.0,1.0,6,4.0,2.0,www.irwincntyhospital.com
3484,112.0,100.0,40.0,41.0,36.0,173.0,14.0,18.0,42.0,74,2.0,122.0,mesquiterehab.ernesthealth.com
3485,19.0,24.0,4.0,11.0,12.0,47.0,17.0,5.0,6.0,33,,28.0,www.cfvh.org
3486,30.0,29.0,3.0,15.0,19.0,71.0,35.0,2.0,2.0,47,3.0,37.0,www.newtonmedicalcenter.com
3487,26.0,24.0,4.0,22.0,23.0,46.0,16.0,7.0,8.0,32,,37.0,www.wilsonmedical.com
3488,220.0,208.0,56.0,68.0,101.0,343.0,23.0,3.0,39.0,121,9.0,193.0,www.houstonmethodist.org
3489,74.0,64.0,15.0,27.0,42.0,194.0,47.0,8.0,5.0,91,5.0,80.0,www.crozerkeystone.org
3490,84.0,102.0,16.0,47.0,81.0,227.0,82.0,27.0,21.0,134,8.0,163.0,www.mauryregional.com
3491,62.0,46.0,15.0,20.0,33.0,103.0,16.0,7.0,28.0,61,3.0,87.0,www.stauntonhospital.org
3492,56.0,42.0,15.0,29.0,25.0,102.0,10.0,10.0,10.0,62,6.0,55.0,www.nfmmc.org
3493,5.0,10.0,1.0,15.0,6.0,19.0,10.0,6.0,1.0,16,7.0,10.0,www.mcmh.org
3494,47.0,45.0,5.0,38.0,35.0,106.0,19.0,11.0,14.0,60,8.0,66.0,www.osfsaintjames.org
3495,58.0,73.0,32.0,38.0,21.0,170.0,91.0,17.0,22.0,224,15.0,93.0,www.bhswv.org
3496,112.0,72.0,38.0,39.0,44.0,178.0,23.0,28.0,39.0,103,3.0,149.0,www.stjosephscanhelp.org
3497,13.0,11.0,4.0,9.0,7.0,36.0,5.0,,,18,1.0,12.0,www.hickorytrail.com
3498,45.0,41.0,14.0,29.0,46.0,120.0,51.0,13.0,9.0,78,11.0,59.0,www.crmchealth.org
3499,51.0,45.0,21.0,14.0,31.0,88.0,26.0,8.0,12.0,51,7.0,57.0,www.richlandhospital.com
3500,33.0,27.0,16.0,6.0,25.0,89.0,35.0,5.0,4.0,66,15.0,53.0,www.springhillmemorial.com
3501,51.0,38.0,29.0,41.0,40.0,169.0,51.0,8.0,24.0,163,23.0,98.0,www.stlukescr.org
3502,48.0,85.0,13.0,63.0,38.0,108.0,24.0,10.0,1.0,70,7.0,46.0,www.krmc.org
3503,46.0,61.0,12.0,66.0,52.0,115.0,8.0,21.0,11.0,101,4.0,54.0,vbh.centrahealth.com
3504,19.0,19.0,6.0,9.0,10.0,45.0,12.0,8.0,8.0,28,4.0,26.0,www.cmmc.org
3505,9.0,14.0,4.0,12.0,15.0,29.0,19.0,2.0,9.0,28,4.0,26.0,www.ashleyregional.com
3506,6.0,8.0,2.0,4.0,1.0,12.0,1.0,4.0,1.0,9,1.0,5.0,www.saintlukeshospital.com
3507,42.0,38.0,5.0,15.0,24.0,86.0,15.0,4.0,13.0,57,,41.0,www.gvhospital.org
3508,95.0,134.0,21.0,61.0,38.0,278.0,10.0,11.0,7.0,167,2.0,214.0,www.laurelridgetc.com
3509,12.0,14.0,7.0,14.0,14.0,44.0,2.0,7.0,5.0,16,2.0,25.0,www.stlukessugarland.com
3510,19.0,19.0,1.0,10.0,10.0,46.0,6.0,2.0,5.0,28,3.0,22.0,www.kearnycountyhospital.com
3511,155.0,124.0,59.0,41.0,91.0,327.0,97.0,24.0,41.0,162,9.0,231.0,www.austinmedicalcenter.org
3512,18.0,23.0,1.0,8.0,11.0,36.0,22.0,8.0,2.0,20,4.0,15.0,www.riversidehealth.org
3513,111.0,36.0,5.0,18.0,20.0,80.0,35.0,4.0,3.0,236,12.0,36.0,www.meememorial.com
3514,101.0,104.0,36.0,44.0,55.0,230.0,22.0,18.0,17.0,115,3.0,146.0,www.hside.org
3515,12.0,51.0,4.0,20.0,13.0,46.0,42.0,8.0,1.0,54,4.0,32.0,downstate.edu
3516,75.0,81.0,30.0,61.0,65.0,230.0,29.0,15.0,22.0,124,10.0,115.0,www.rochesterregional.org
3517,26.0,26.0,5.0,26.0,15.0,55.0,17.0,7.0,4.0,45,5.0,19.0,www.amccares.org
3518,15.0,15.0,1.0,15.0,8.0,40.0,11.0,,3.0,15,2.0,18.0,www.vandiestmc.org
3519,63.0,85.0,24.0,43.0,71.0,166.0,66.0,21.0,17.0,87,6.0,118.0,www.jmmdhs.com
3520,84.0,75.0,19.0,32.0,50.0,167.0,16.0,16.0,25.0,81,5.0,89.0,blackrivermedical.com
3521,8.0,7.0,1.0,6.0,5.0,12.0,2.0,,3.0,7,,11.0,www.northridgemc.com
3522,76.0,55.0,22.0,66.0,52.0,169.0,195.0,12.0,5.0,135,8.0,79.0,www.tmfhc.org
3523,161.0,131.0,46.0,215.0,122.0,456.0,22.0,64.0,30.0,130,11.0,168.0,www.carondelet.org
3524,52.0,84.0,17.0,35.0,41.0,177.0,55.0,12.0,26.0,107,8.0,85.0,www.mchky.org
3525,10.0,20.0,3.0,12.0,13.0,48.0,24.0,7.0,5.0,24,11.0,23.0,www.mercynewhampton.com
3526,140.0,70.0,24.0,36.0,38.0,225.0,17.0,17.0,19.0,109,10.0,131.0,pittsburghupmc.selectspecialtyhospitals.com
3527,,,,,1.0,2.0,13.0,,,6,,2.0,www.meridianhs.org
3528,,,,,,,,,,3,,,www.chwchospital.com
3529,25.0,29.0,10.0,17.0,13.0,60.0,26.0,3.0,5.0,43,3.0,39.0,www.riveredgehospital.com
3530,132.0,163.0,37.0,50.0,105.0,321.0,53.0,28.0,45.0,177,23.0,196.0,www.browardhealth.org
3531,3.0,13.0,1.0,3.0,6.0,26.0,13.0,3.0,2.0,22,7.0,5.0,www.sidneyhealth.org
3532,6.0,30.0,,23.0,6.0,28.0,7.0,5.0,1.0,27,12.0,10.0,www.yorkhospital.com
3533,204.0,173.0,40.0,104.0,159.0,420.0,122.0,45.0,9.0,258,13.0,231.0,www.miriamhospital.org
3534,72.0,51.0,19.0,44.0,29.0,143.0,49.0,16.0,16.0,147,14.0,76.0,www.natchezcommunityhospital.com
3535,42.0,41.0,20.0,29.0,14.0,59.0,22.0,9.0,12.0,58,13.0,58.0,www.swedishamerican.org
3536,32.0,36.0,3.0,52.0,23.0,108.0,25.0,8.0,1.0,107,18.0,36.0,www.northstarhs.org
3537,1.0,3.0,,1.0,2.0,5.0,12.0,3.0,2.0,15,4.0,8.0,www.wvhc.org
3538,59.0,115.0,12.0,25.0,53.0,136.0,88.0,9.0,8.0,150,14.0,135.0,www.geocarellc.com
3539,130.0,89.0,57.0,48.0,78.0,228.0,32.0,26.0,39.0,153,5.0,145.0,www.mpmc.org
3540,75.0,49.0,16.0,47.0,21.0,199.0,19.0,19.0,12.0,152,11.0,68.0,www.northernlouisianamedicalcenter.com
3541,8.0,14.0,,3.0,5.0,13.0,6.0,4.0,1.0,14,2.0,9.0,www.atlanticshoreshospital.com
3542,65.0,85.0,30.0,52.0,33.0,182.0,40.0,11.0,10.0,82,4.0,100.0,www.kentuckyonehealth.org
3543,67.0,35.0,23.0,47.0,31.0,172.0,44.0,10.0,18.0,146,14.0,85.0,www.mcehospital.com
3544,52.0,43.0,10.0,32.0,30.0,132.0,54.0,14.0,10.0,78,14.0,69.0,www.shawneemission.org
3545,28.0,39.0,10.0,30.0,22.0,94.0,9.0,7.0,6.0,58,6.0,36.0,www.spectrum-health.org
3546,65.0,55.0,19.0,33.0,34.0,106.0,8.0,13.0,14.0,58,2.0,62.0,www.mmc.org
3547,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.keefememorialhospital.org
3548,3.0,6.0,1.0,20.0,13.0,21.0,3.0,4.0,3.0,18,3.0,7.0,www.scrmc.com
3549,21.0,25.0,3.0,14.0,8.0,59.0,37.0,8.0,3.0,43,4.0,26.0,www.pardeehospital.org
3550,25.0,24.0,7.0,11.0,6.0,34.0,2.0,3.0,8.0,27,1.0,19.0,www.ricemedicalcenter.net
3551,32.0,30.0,11.0,21.0,17.0,78.0,6.0,3.0,10.0,41,4.0,46.0,www.cchd-wa.org
3552,15.0,41.0,6.0,23.0,12.0,82.0,55.0,7.0,5.0,52,22.0,45.0,www.uthealth.org
3553,24.0,37.0,9.0,34.0,16.0,77.0,18.0,4.0,3.0,83,9.0,33.0,www.nazarethhospital.org
3554,49.0,68.0,12.0,27.0,38.0,107.0,7.0,10.0,12.0,48,2.0,62.0,www.ruskhospital.org
3555,37.0,41.0,14.0,33.0,18.0,61.0,13.0,13.0,7.0,31,3.0,50.0,www.gcmh.com
3556,43.0,39.0,9.0,17.0,23.0,83.0,18.0,10.0,9.0,52,1.0,51.0,www.sh-ok.net
3557,41.0,30.0,3.0,12.0,18.0,149.0,24.0,25.0,7.0,59,4.0,62.0,www.kdhhs.org
3558,60.0,78.0,7.0,26.0,26.0,148.0,130.0,5.0,2.0,130,35.0,78.0,www.fayettehospital.org
3559,56.0,45.0,13.0,35.0,24.0,116.0,12.0,13.0,16.0,46,3.0,64.0,www.ntchospital.org
3560,33.0,29.0,8.0,28.0,19.0,77.0,28.0,5.0,8.0,61,12.0,40.0,www.parkerhospital.org
3561,95.0,86.0,32.0,45.0,52.0,149.0,25.0,23.0,34.0,82,3.0,113.0,www.chsb.org
3562,40.0,45.0,11.0,17.0,30.0,117.0,14.0,9.0,15.0,69,14.0,55.0,www.smgsi.com
3563,33.0,25.0,6.0,14.0,17.0,54.0,8.0,6.0,8.0,29,3.0,27.0,www.scmhospital.org
3564,50.0,36.0,10.0,8.0,22.0,55.0,7.0,9.0,10.0,35,1.0,52.0,www.ruskrehab.com
3565,34.0,30.0,9.0,15.0,33.0,102.0,34.0,14.0,7.0,121,,43.0,www.midwestmedicalcenter.org
3566,68.0,89.0,17.0,44.0,53.0,159.0,22.0,23.0,7.0,76,6.0,97.0,www.stmarysgoodsam.org
3567,80.0,54.0,14.0,40.0,27.0,170.0,36.0,19.0,17.0,84,10.0,82.0,www.threeriversmedicalcenter.com
3568,34.0,44.0,13.0,15.0,23.0,76.0,23.0,25.0,4.0,48,6.0,39.0,www.smmctx.org
3569,294.0,317.0,46.0,252.0,330.0,866.0,534.0,113.0,46.0,746,125.0,499.0,conroeregional.com
3570,93.0,90.0,26.0,45.0,68.0,199.0,41.0,25.0,23.0,113,8.0,131.0,www.umsh.net
3571,22.0,15.0,5.0,11.0,13.0,67.0,6.0,4.0,11.0,41,4.0,39.0,www.jcl.com
3572,63.0,73.0,13.0,137.0,55.0,104.0,15.0,14.0,5.0,73,20.0,66.0,www.thechristhospital.com
3573,96.0,54.0,13.0,30.0,36.0,149.0,24.0,8.0,16.0,85,5.0,87.0,www.obhbr.info
3574,68.0,70.0,26.0,21.0,36.0,149.0,39.0,18.0,21.0,74,8.0,93.0,www.khdallas.com
3575,20.0,24.0,1.0,10.0,5.0,59.0,8.0,1.0,2.0,26,,13.0,www.hamc.com
3576,85.0,50.0,12.0,29.0,20.0,154.0,10.0,23.0,18.0,61,6.0,68.0,www.mimbresmemorial.com
3577,60.0,61.0,13.0,32.0,36.0,172.0,234.0,5.0,15.0,85,21.0,100.0,intermountainhealthcare.org
3578,205.0,228.0,92.0,69.0,116.0,526.0,107.0,22.0,10.0,470,31.0,258.0,www.baptisthealth.net
3579,1.0,5.0,1.0,3.0,2.0,7.0,,1.0,1.0,3,,2.0,www.bethanymethodist.org
3580,37.0,31.0,8.0,31.0,18.0,96.0,34.0,7.0,6.0,61,12.0,46.0,www.porterhospital.org
3581,88.0,65.0,35.0,42.0,46.0,126.0,26.0,25.0,28.0,73,3.0,133.0,www.mercysanjuan.org
3582,65.0,57.0,25.0,25.0,32.0,101.0,20.0,31.0,13.0,56,2.0,75.0,www.saintclares.org
3583,37.0,33.0,12.0,22.0,18.0,64.0,20.0,10.0,11.0,67,4.0,59.0,www.shawanomed.org
3584,75.0,95.0,33.0,59.0,51.0,200.0,58.0,19.0,11.0,134,16.0,120.0,www.carsoncityhospital.com
3585,50.0,59.0,10.0,45.0,52.0,127.0,15.0,16.0,12.0,65,6.0,72.0,www.sahc.org
3586,55.0,42.0,6.0,15.0,17.0,82.0,15.0,5.0,4.0,41,6.0,45.0,www.centralfloridabehavioral.com
3587,43.0,57.0,24.0,16.0,28.0,100.0,17.0,11.0,10.0,50,10.0,64.0,www.unionmemorial.org
3588,36.0,74.0,12.0,61.0,43.0,129.0,40.0,15.0,7.0,113,21.0,45.0,www.daykimball.org
3589,143.0,83.0,20.0,32.0,38.0,222.0,16.0,15.0,15.0,108,10.0,135.0,charleston.selectspecialtyhospitals.com
